SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
P-0039477-T01-IM6	0.889084786950362	0	0	0	0	0	0	0	0	0	0	0	0	0.0712325921819062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039559-T01-IM6	0.992984208829695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039589-T01-IM6	0.575854085608169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887643059362909	0.0738372722809595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140047137770111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039596-T01-IM6	0.582903805289932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117035185209271	0	0	0	0	0	0	0	0	0	0	0	0.0802473257930497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039599-T01-IM6	0	0	0	0	0	0	0.0734469254724753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367924796393993	0	0	0	0	0	0	0.0887722786207032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108424822615994	0.339931476918159	0	0	0	0	0	0	0	0	0	0	0	0
P-0039779-T01-IM6	0	0	0	0	0	0.24196784664723	0	0	0	0	0	0	0	0.107509393693756	0	0	0	0	0	0	0	0.101425565056052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226501520694782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10146185086458	0	0	0	0	0	0.0611458541036678	0	0	0	0	0.067243402960565	0
P-0039800-T01-IM6	0.776589787452956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223410212547044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039854-T01-IM6	0.43118461359928	0	0	0	0	0	0	0	0	0	0	0	0	0.279260382480376	0	0	0	0	0	0.175789396234896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0755906424168125	0	0	0	0	0	0	0	0	0	0	0	0
P-0039888-T01-IM6	0.648840095282589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208997668215593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039938-T01-IM6	0.632300729886209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0649903397659388	0.145259098644686	0.0756077593238551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040021-T01-IM6	0.363062834075995	0	0	0	0	0.31708139068538	0	0	0	0	0	0	0	0.101396015832935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0734144495576905	0
P-0040107-T01-IM6	0.368586634768626	0	0	0	0	0.202670031649768	0	0	0	0	0	0	0	0	0	0.112754395240338	0	0	0.263393020906223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040121-T01-IM6	0.192451427671485	0	0	0	0	0.251516281509864	0	0	0	0	0	0	0	0.185197422120415	0	0	0	0	0	0	0	0	0	0	0	0.0761763310691022	0	0	0	0	0.25193654418128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040149-T01-IM6	0.35549296751898	0	0	0	0	0	0	0	0	0	0	0	0	0.212281386237609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109484100235691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0854041303219237	0	0	0	0	0	0
P-0040182-T01-IM6	0	0	0	0	0	0.484785344529727	0	0	0	0	0	0	0	0	0	0	0	0	0.233439066657936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0896473977091153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040250-T01-IM6	0.502366949921169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497633050078831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040341-T01-IM6	0.142153512124342	0	0	0	0	0.308910469473417	0	0	0	0	0	0	0	0.360639308314548	0	0	0	0	0.0609307016829065	0	0	0	0	0	0	0	0	0	0	0	0.127366008404786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040355-T01-IM6	0.67075263963532	0	0	0	0	0	0	0	0	0	0	0	0	0.0661472995026423	0	0	0	0	0.115361625508075	0	0	0	0	0	0	0	0	0	0	0	0.147738435353963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040373-T01-IM6	0.373814921604789	0	0	0	0	0	0	0	0	0	0	0	0	0.222585797219711	0	0	0	0	0.250833260059248	0	0	0	0	0	0	0	0	0	0	0	0.0764266606961156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689811015673443	0	0	0	0	0	0
P-0040471-T01-IM6	0	0	0	0	0	0.312619245638798	0	0	0.079825779660603	0	0	0	0	0	0	0	0	0.0841154482808025	0	0	0	0	0	0	0.0732939962368577	0.130203684833176	0	0	0	0	0	0	0	0	0	0	0.085122694778521	0	0	0	0	0	0	0	0	0	0	0	0.0918184224111121	0	0	0	0	0.0656025194701754	0	0	0	0	0	0	0	0	0	0	0
P-0040484-T01-IM6	0.524681301022671	0	0	0	0	0	0	0	0	0	0	0	0	0.104227716128399	0	0	0	0	0.292246963347357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040549-T01-IM6	0.563577349119473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12134612959387	0	0	0.269729171612834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040575-T01-IM6	0.754106687513849	0	0	0	0	0	0	0	0	0	0	0	0	0.1847724319923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040678-T01-IM6	0.701360016098942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25402591757651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040823-T01-IM6	0.192750609814082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154161050564875	0	0	0	0	0	0.442279652962139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738556831864554	0	0.0704827881545237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040884-T01-IM6	0.46447832474597	0	0	0	0	0.0975755405002593	0	0	0	0	0	0	0	0	0	0	0	0.118444294850172	0	0	0	0	0	0	0.0870084331652789	0	0	0	0	0	0	0	0	0	0.185203228205597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040892-T01-IM6	0.619695369352598	0	0.0948619989380107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122327763456452	0	0	0	0	0	0	0	0	0	0	0	0.126879750244141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0040992-T01-IM6	0.729171577832308	0	0	0	0	0	0	0	0	0	0	0	0	0.0675159722842619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0678555620710628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041005-T01-IM6	0.42043899938876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357301576676449	0	0	0	0	0	0	0	0	0	0	0	0.0926573244573041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041144-T01-IM6	0.520443857638212	0	0	0	0	0.113049914893964	0	0	0	0	0	0	0	0.105977072471407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0959089333894694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041166-T01-IM6	0.824522201816444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175477798183556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041347-T01-IM6	0	0	0	0	0.0893406870697829	0	0	0	0	0	0	0	0	0.247551307099968	0	0	0	0	0	0	0	0	0	0	0.296577251185588	0	0	0	0	0	0	0	0	0	0	0	0.339621596948298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041436-T01-IM6	0.529201456593611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233599533729703	0	0	0	0	0	0	0	0	0	0	0	0.0903608886001814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041576-T01-IM6	0.653488785367552	0	0	0	0	0.0766572105346068	0	0	0	0	0	0	0	0.158142192061781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041596-T01-IM6	0.289958445062411	0	0	0	0.0692174502877547	0	0	0	0	0	0	0	0	0.204497484638085	0	0	0	0	0	0	0	0	0	0	0.127979315145853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100837723896954	0	0	0	0	0	0	0	0	0	0	0	0
P-0041648-T01-IM6	0.833386330330611	0	0	0	0	0	0	0	0	0	0	0	0	0.10179229758504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041660-T01-IM6	0	0	0	0	0.0915210175363108	0.440828262437631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0969015591454355	0	0	0	0	0	0.268054156334774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041855-T01-IM6	0.60836937770499	0	0.101555206980961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0726212889377491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041882-T01-IM6	0.514030986857537	0	0.103306154004438	0	0	0.152572759889454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156423017923925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041983-T01-IM6	0.529678293612	0	0	0	0	0.168636674728769	0	0	0	0	0	0	0	0.097062981935417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737885381392894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0041986-T01-IM6	0.492641020149888	0	0	0	0	0.280015953739956	0	0	0	0	0	0	0	0.144526300110786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042109-T01-IM6	0	0	0	0	0	0	0.0718595045490439	0	0	0	0	0	0	0.457238271104506	0	0	0.093291753507378	0	0	0.207110385226552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673244277400336	0	0	0	0	0	0	0	0	0	0	0	0
P-0042488-T01-IM6	0	0	0	0	0	0.527450275854275	0	0	0	0	0	0	0	0.192469141771692	0	0	0	0.0606372832061517	0.0953985494597422	0	0	0	0	0	0	0.0935269079992697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042503-T01-IM6	0.416419022101781	0	0	0	0	0.18074563046319	0	0	0	0	0	0	0	0	0	0	0	0.0819886276384287	0	0	0	0	0	0	0	0.184127946732908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667809778554775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042508-T01-IM6	0	0	0	0	0	0.4065343931482	0	0	0	0.0785727824534578	0	0	0	0.215948661653426	0	0	0	0	0.298944162744916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042581-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0792597538603686	0	0	0	0	0	0	0	0	0	0	0	0.376427177329306	0	0	0	0	0	0	0.39199925821846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042615-T01-IM6	0.8851180087765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0920059311887027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042644-T01-IM6	0.324568808872556	0	0	0	0	0	0	0	0	0	0	0	0	0.370543750650741	0	0	0	0	0	0	0	0	0	0	0.0843191356371221	0	0	0	0	0	0	0	0	0	0	0	0.120814399052291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042674-T01-IM6	0.617824129351717	0	0	0	0	0.0802368583442097	0	0	0	0	0	0	0	0.099455317541825	0	0	0	0	0	0	0	0	0	0	0	0.117864848248156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042782-T01-IM6	0.238558726972432	0	0	0	0	0	0	0	0	0	0	0	0	0.131966918192567	0	0	0	0	0.16119144606163	0	0	0	0	0	0.0915746445916668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0837527861573844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0042819-T01-IM6	0.487221869329718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161171608916017	0	0	0	0	0	0	0	0	0	0	0	0.13695378961921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145329724485892	0	0	0	0	0	0
P-0042880-T01-IM6	0.664467389679362	0	0	0	0	0	0	0	0	0	0	0	0	0.188227167708565	0	0	0	0.108637626157862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043005-T01-IM6	0.616905449621006	0	0	0	0	0	0	0	0	0	0	0	0	0.165344105690432	0	0	0	0	0.151745994531823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043033-T02-IM6	0.781575185396961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150962399909308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043087-T01-IM6	0.496230102701256	0	0	0	0	0	0	0	0	0	0	0	0	0.11869209081004	0	0	0	0	0.232515547459932	0	0	0	0	0	0	0.150695089314598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043095-T01-IM6	0.636595011401811	0	0	0	0	0	0	0	0	0	0	0	0	0.100040236772507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172585352811196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043154-T01-IM6	0.631991269846953	0	0	0	0	0.0997628294903523	0	0	0	0	0	0	0	0.152916055702518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043169-T01-IM6	0.275615417414791	0	0	0	0	0	0	0	0	0.108916906885461	0	0	0	0	0	0	0	0	0.235371586107929	0	0	0	0	0	0	0	0	0.0659716916256177	0	0	0	0	0	0	0	0	0	0.13850710684783	0	0	0	0	0	0	0	0	0.0784841552129535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043518-T01-IM6	0.30993196775565	0	0	0	0	0	0	0	0	0	0	0	0	0.149763779868055	0	0	0	0	0.357125699750886	0	0	0	0	0	0	0.0663602183757315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043584-T01-IM6	0	0	0	0	0	0.327709692106299	0	0	0	0	0	0	0	0.502858892683621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16943141521008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043594-T01-IM6	0.465539999039682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120364367404541	0	0	0	0	0.0846371806423052	0	0	0	0	0	0.152332478577549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043619-T01-IM6	0.676906192456218	0	0	0	0	0	0	0	0	0	0	0	0	0.13909868031862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0748108247113297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043652-T01-IM6	0.588749702373516	0	0	0	0	0	0	0	0	0	0	0	0	0.120921596261506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162200024071615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043670-T01-IM6	0.528789001593164	0	0	0	0	0.1153146005324	0	0	0	0	0	0	0	0.210991381502512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0781516712825327	0	0	0	0	0	0	0	0	0	0	0	0
P-0043781-T01-IM6	0.330917144734986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410999557233568	0	0	0	0	0.0822797618667882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043818-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256877204380996	0	0	0	0	0.312442013877561	0	0	0	0	0	0	0.263591937073652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111219907785157	0	0	0	0	0	0
P-0043907-T01-IM6	0.843998718251708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841623976524368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0043940-T01-IM6	0.260046905975613	0	0	0.0642438760937549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204331471222413	0	0	0	0	0	0	0	0	0	0	0.212958711673298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0900036188360017	0	0	0	0	0.118643158653603	0	0	0	0	0	0
P-0044184-T01-IM6	0.51740699202544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162770655735516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044217-T01-IM6	0.716046053206681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153835404739816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044297-T01-IM6	0.6442299079224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196221880784325	0	0	0	0	0	0	0	0	0	0.0695794776273196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044312-T01-IM6	0.187910340869216	0	0	0	0	0.247228743475331	0	0	0	0	0	0	0	0.0854035226005571	0	0	0	0	0	0	0	0	0	0	0	0.243884717221956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112160416528267	0	0	0	0	0	0	0	0	0	0	0	0
P-0044329-T01-IM6	0.794765455879415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118586170766492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044371-T01-IM6	0.319337119356297	0	0	0	0	0	0	0	0	0	0	0	0	0.0897187009200322	0	0	0	0	0.0653057148738722	0	0	0	0	0	0	0.521259152766321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044374-T01-IM6	0	0	0	0	0	0.415714022485686	0	0	0	0	0	0	0	0.172385482138484	0	0	0	0	0.156592202630932	0.138267614144065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044378-T01-IM6	0.576498019265697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365989517665662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044389-T01-IM6	0.63669586032877	0	0	0	0	0	0	0	0	0	0	0	0	0.114053424985216	0	0	0	0	0	0.0756936383126017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134677845538263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044406-T01-IM6	0.290242650544556	0	0	0	0	0.397937546513113	0	0	0	0	0	0	0	0.210418985040806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0922035193362176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044415-T01-IM6	0.590741490587973	0	0	0	0	0.221725424168338	0	0	0	0	0	0	0	0.13404044186805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044484-T01-IM6	0.37617024360485	0	0	0	0	0.327544426459296	0	0	0	0	0	0	0	0.116008484506428	0	0	0	0	0.153870780472642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044540-T01-IM6	0.153527361463302	0	0	0	0	0	0	0	0	0	0	0	0	0.141395985473217	0	0	0	0	0.625312848711979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044544-T01-IM6	0.696024574207169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0758912827286327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
